dates,stock GE_log_value,stock JPM_log_value,stock A_log_value,stock AA_log_value,stock AAPL_log_value,S&P index,option_spx_logimplvol_mtau_1,option_spx_logimplvol_mtau_2,option_spx_logimplvol_mtau_3,option_spx_logimplvol_mtau_4,option_spx_logimplvol_mtau_5,option_spx_logimplvol_mtau_6,option_spx_logimplvol_mtau_7,option_spx_logimplvol_mtau_8,option_spx_logimplvol_mtau_9,option_spx_logimplvol_mtau_10,option_spx_logimplvol_mtau_11,option_spx_logimplvol_mtau_12,option_spx_logimplvol_mtau_13,option_spx_logimplvol_mtau_14,option_spx_logimplvol_mtau_15,option_spx_logimplvol_mtau_16,option_spx_logimplvol_mtau_17,option_spx_logimplvol_mtau_18,option_spx_logimplvol_mtau_19,option_spx_logimplvol_mtau_20,option_spx_logimplvol_mtau_21,option_spx_logimplvol_mtau_22,option_spx_logimplvol_mtau_23,option_spx_logimplvol_mtau_24,option_spx_logimplvol_mtau_25,option_spx_logimplvol_mtau_26,option_spx_logimplvol_mtau_27,option_spx_logimplvol_mtau_28,option_spx_logimplvol_mtau_29,option_spx_logimplvol_mtau_30,option_spx_logimplvol_mtau_31,option_spx_logimplvol_mtau_32,option_spx_logimplvol_mtau_33,option_spx_logimplvol_mtau_34,option_spx_logimplvol_mtau_35,option_spx_logimplvol_mtau_36,option_spx_logimplvol_mtau_37,option_spx_logimplvol_mtau_38,option_spx_logimplvol_mtau_39,option_spx_logimplvol_mtau_40,option_spx_logimplvol_mtau_41,option_spx_logimplvol_mtau_42,option_spx_logimplvol_mtau_43,option_spx_logimplvol_mtau_44,option_spx_logimplvol_mtau_45,option_spx_logimplvol_mtau_46,option_spx_logimplvol_mtau_47,option_spx_logimplvol_mtau_48,option_spx_logimplvol_mtau_49,option_spx_logimplvol_mtau_50,option_spx_logimplvol_mtau_51,option_spx_logimplvol_mtau_52,option_spx_logimplvol_mtau_53,option_spx_logimplvol_mtau_54,option_spx_logimplvol_mtau_55,option_spx_logimplvol_mtau_56,option_spx_logimplvol_mtau_57,option_spx_logimplvol_mtau_58,option_spx_logimplvol_mtau_59,option_spx_logimplvol_mtau_60,option_spx_logimplvol_mtau_61,option_spx_logimplvol_mtau_62,option_spx_logimplvol_mtau_63,option_spx_logimplvol_mtau_64,option_spx_logimplvol_mtau_65,option_spx_logimplvol_mtau_66,option_spx_logimplvol_mtau_67,option_spx_logimplvol_mtau_68,option_spx_logimplvol_mtau_69,option_spx_logimplvol_mtau_70,option_spx_logimplvol_mtau_71,option_spx_logimplvol_mtau_72,option_spx_logimplvol_mtau_73,option_spx_logimplvol_mtau_74,option_spx_logimplvol_mtau_75,option_spx_logimplvol_mtau_76,option_spx_logimplvol_mtau_77,option_spx_logimplvol_mtau_78,option_spx_logimplvol_mtau_79,option_spx_logimplvol_mtau_80,option_spx_logimplvol_mtau_81,option_spx_logimplvol_mtau_82,option_spx_logimplvol_mtau_83,option_spx_logimplvol_mtau_84,option_spx_logimplvol_mtau_85,option_spx_logimplvol_mtau_86,option_spx_logimplvol_mtau_87,option_spx_logimplvol_mtau_88,option_spx_logimplvol_mtau_89,option_spx_logimplvol_mtau_90,t_first,tau,m,l_bar,y
2010-08-27,2.614105754925668,3.5479550863841336,3.3232718755791972,2.3100471822251754,5.478524188866425,6.970345027495217,-1.800488501444122,-1.8310701865696186,-1.7786402341662815,-1.7568993584012746,-1.751235720594171,-1.7534791180817344,-1.7408358848870276,-1.7259940958641964,-1.731101739185576,-1.7369539753984955,-1.7001989563613695,-1.6895152577728532,-1.6381640697097217,-1.6218080013803122,-1.6107960380087192,-1.5990803423911237,-1.5738088838172475,-1.5575603490141108,-1.5460471275017034,-1.5411126863967495,-1.6038117819977937,-1.5664622430255168,-1.5157674987566083,-1.50213442109637,-1.4874092334078652,-1.4679337228984357,-1.4365048271473835,-1.4199894276900564,-1.3997344689625213,-1.3889828698471416,-1.5111240371633237,-1.4577365974107777,-1.407408736595356,-1.3946543265181008,-1.377352206538648,-1.3543044386604142,-1.320945401333841,-1.3049073194328566,-1.2808153991032554,-1.2672175981884233,-1.4219322794094356,-1.3604354612192129,-1.3102667506312513,-1.297060277324324,-1.2780020906056602,-1.2543563169417726,-1.2220317218171681,-1.2070019058160166,-1.1824288426311886,-1.1679666838761333,-1.3360378266828121,-1.2724584373123387,-1.2222943170747629,-1.2076439616689612,-1.1874413502608006,-1.165396662972323,-1.1363093329754297,-1.1226954747106295,-1.1001223936269062,-1.0862417436486937,-1.2532499094456087,-1.1922366226927152,-1.1419585778346135,-1.1251051953333417,-1.1042255563776096,-1.0854628244833655,-1.0613319235795697,-1.0494672304022363,-1.0308552004174232,-1.018695894482555,-1.1733874225187713,-1.1185671620312603,-1.0680819704504574,-1.048431447447511,-1.027239507464396,-1.013080225096273,-0.9953060706647041,-0.985477775003213,-0.9724706474266034,-0.9629951422210751,-1.0962797561719007,-1.0505075552412673,-0.9997402608347318,-0.976818780491039,-0.9556042019534374,-0.9471130275906795,-0.9368801090803729,-0.9293472386274195,-0.9233962918231671,-0.9174681605140501,,,,,
2010-08-30,2.6011106616644657,3.527248365662749,3.3132073441222922,2.3032448752898302,5.482158601379504,6.955516342380397,-1.694096670911564,-1.7258864934820441,-1.685525575723489,-1.668575376963195,-1.6731443044204257,-1.6792933320327892,-1.675170483060981,-1.670690075679915,-1.6837917827429298,-1.6821924137111517,-1.5817015815869098,-1.5929972847956462,-1.5598308017403995,-1.5476629085647906,-1.5444319750880997,-1.5391872760804213,-1.5239985283892061,-1.514715053520837,-1.5115446528667953,-1.505933563174129,-1.4805760661778475,-1.4768474970401475,-1.4482048856124445,-1.4384151517602852,-1.4296955125670314,-1.4176569637521224,-1.3968356022136372,-1.3851277606583607,-1.3730306727044799,-1.3651379772067471,-1.388656382743843,-1.373818078163321,-1.3478148989238206,-1.3386770745537544,-1.3261318788410041,-1.3105096070190765,-1.2877366616237151,-1.2751817558971568,-1.2588668926628048,-1.249766268966799,-1.3043984359068646,-1.2813515125605643,-1.2566058481818445,-1.2468425733104482,-1.2317055257169498,-1.2148312250037647,-1.1927458172133396,-1.1804648923441585,-1.1632089282669957,-1.1536311221363633,-1.2266167448009535,-1.1975734175740695,-1.1730395765875166,-1.1616825002546607,-1.144891482928662,-1.1285142951402571,-1.109098496619553,-1.0979354359605842,-1.082178067832513,-1.072659626420457,-1.154381327946747,-1.121069039723881,-1.0959347762723053,-1.0822351739915783,-1.0645176928183715,-1.0499851733488774,-1.0347874884844876,-1.0254096748302606,-1.0130767002069545,-1.0040383466150324,-1.086949177291839,-1.0507442859497014,-1.0243644839514812,-1.007733966488524,-0.9896638658368302,-0.9780377586579294,-0.968310265824658,-0.9612688633309207,-0.9539610309581998,-0.9457525526776341,-1.0237172693351189,-0.9857356056440975,-0.9575879286017039,-0.9375578512051281,-0.9195941608609846,-0.9117272827395698,-0.9085136889265791,-0.9042816889849628,-0.9033922215163381,-0.8963200899946768,,,,,
2010-08-31,2.598346936010247,3.5413766282581425,3.2872220873485993,2.299329800273373,5.485742544351034,6.955907144244063,-1.6959973873552014,-1.7303985527189885,-1.6968171517915573,-1.6768829591225733,-1.677602923647457,-1.684943610632008,-1.6769409799987602,-1.6700338591842534,-1.6821348665238476,-1.6824091378990702,-1.5937265484007728,-1.6067142671011527,-1.5732266953235885,-1.5587543384089915,-1.5520266581098252,-1.545455691631782,-1.5266107361255723,-1.5160156790559745,-1.5120498682502843,-1.5068250738190359,-1.5024936532135487,-1.4992816004192797,-1.4649375360435846,-1.4530115409788864,-1.4409799617448886,-1.4261124417377329,-1.4014020665624762,-1.3885855159361513,-1.3753635506624593,-1.3670074850431138,-1.4203134184573576,-1.4046665194758372,-1.3687755759556444,-1.3572924612189774,-1.3414985433699445,-1.3222534506362074,-1.2950399349894102,-1.2809648630684067,-1.262849947901422,-1.2528351203291077,-1.3456954886116788,-1.3204294168205906,-1.2824658663472572,-1.269852286877191,-1.2514421751040425,-1.2306812592053922,-1.2033822930565754,-1.188726526936714,-1.1687509015299535,-1.1580823057917615,-1.2774925636897525,-1.2447751071772992,-1.2043222042123867,-1.1893655382756974,-1.1692149839241666,-1.1491071484190398,-1.1235538640056237,-1.1088227386776197,-1.0892405059535941,-1.0786588276025955,-1.214802656345775,-1.1763444518999502,-1.1330601005933427,-1.1148016063241555,-1.0935951908911719,-1.0758368379910102,-1.0534796473825128,-1.0390690713128712,-1.0216567296322334,-1.0117456130838958,-1.1569038601652017,-1.1140839612148739,-1.0676785878595427,-1.0453432946023287,-1.0236266162269474,-1.0095813432687737,-0.9916154138823734,-0.9778495432574394,-0.9640819909981357,-0.9553296490062901,-1.1032094581717695,-1.0571607839654276,-1.0073825355388206,-0.9803316817976915,-0.9585468714214082,-0.9493375720276724,-0.9367831256597807,-0.9239381226461362,-0.9150984809632161,-0.9079357852154205,,,,,
2010-09-01,2.6342960125135484,3.5778305680885545,3.335007720364824,2.3292464979475365,5.51394071186237,6.984984802592138,-1.8057174410845167,-1.8310688832249808,-1.8052225280870011,-1.7648979474694881,-1.7514767948763423,-1.7574039026243802,-1.7441177651738091,-1.7301867852472195,-1.7327494012395193,-1.7360363007334143,-1.7087781878785684,-1.7046191827530361,-1.6659330225668292,-1.6392194626220438,-1.6230181107341042,-1.6117753113205866,-1.5832285903732015,-1.5655728923905192,-1.551043648371703,-1.5442758492884512,-1.6147121994303346,-1.5903499565919204,-1.544133489995923,-1.5249816102897005,-1.506440530356547,-1.4854292749101392,-1.4493626458252034,-1.4298650835471385,-1.4061082386168084,-1.3942791934069276,-1.5235376781993724,-1.485981626447474,-1.4359655545484518,-1.4201204513032983,-1.399567457390386,-1.373937896820957,-1.3355055438287344,-1.3153881143958028,-1.2873407627874527,-1.2734889507586156,-1.435225319056239,-1.3898238972722368,-1.3387219233477512,-1.3230903110725312,-1.3007768197610945,-1.274243214957768,-1.2370913718763332,-1.217209817395058,-1.1882568353023075,-1.1744407345350443,-1.3497136339119973,-1.3005885344653625,-1.250429646598236,-1.2327033268466485,-1.2088270645926258,-1.1841445516310842,-1.1509826161730117,-1.1319747782822442,-1.104609992729957,-1.0923527333081335,-1.26692008026578,-1.2172710598472063,-1.169606418578495,-1.148026667575605,-1.1227464848429785,-1.1020052814347345,-1.0749316684968482,-1.0572989914086672,-1.033476696441654,-1.0239942978009269,-1.1867490767964832,-1.1390729991247732,-1.0951102714692933,-1.0683142095703457,-1.041760082985521,-1.0265751557954603,-1.0072744862299192,-0.9914299654968002,-0.9727671176385982,-0.9670972489710303,-1.1090977280927772,-1.0653490654939646,-1.0260427538572143,-0.9929596728570401,-0.9652396588400566,-0.9568775082566907,-0.9467457908680925,-0.9330438158565216,-0.9209442638742567,-0.9200252238284549,,,,,
2010-09-02,2.6435827885474747,3.589694276192598,3.367009582124912,2.3582846654644127,5.521260897859579,6.994024714134313,-1.8539879496653013,-1.8847124379465157,-1.851773968100325,-1.8150441417036678,-1.8096145684608087,-1.8184506553129143,-1.7908961822058254,-1.7676511078398125,-1.7630490320946357,-1.7637569102453856,-1.763089832312799,-1.7514837451560588,-1.7067514891598836,-1.6809801433701836,-1.6667129915150969,-1.6551824880255595,-1.6178040727692953,-1.5946654234095148,-1.5750212921934088,-1.5667732782088482,-1.6706841794461127,-1.6321570587956569,-1.5808537073590336,-1.560942088241567,-1.540790676668072,-1.5179090042947123,-1.4767491584296508,-1.453748697957022,-1.425604522973979,-1.4129121504820845,-1.5778228643418302,-1.5239667738290577,-1.4697038190057308,-1.4521302065765658,-1.4281516702836752,-1.399928923884509,-1.358888996042649,-1.3360497460265164,-1.3034212016781406,-1.288997014937033,-1.4853140576873642,-1.4249013984775778,-1.37027502026019,-1.3525106730143324,-1.326190060074693,-1.2968501198808455,-1.2586567963234947,-1.2359973648606624,-1.2015863139004035,-1.1872513683819135,-1.3937625841302193,-1.3334519986661082,-1.2803867148413326,-1.2605593256028984,-1.232999429084033,-1.2056375804335668,-1.172323923059723,-1.1498606259732695,-1.1156246188489203,-1.1027163608475117,-1.303608746053929,-1.2484575102254236,-1.1984158020943954,-1.1751043504011314,-1.1471429285860102,-1.1241065032406723,-1.0972739253767478,-1.0750219451820877,-1.0424716172884196,-1.0320508795105194,-1.2151627681425203,-1.1690053405261103,-1.1231214752523955,-1.0952253416269815,-1.0675106911810315,-1.050631996082097,-1.0316033348622382,-1.0095774164759002,-0.9799450902270679,-0.9729117029423398,-1.1286338614753282,-1.0943651192251072,-1.053533859058541,-1.0201861070011429,-0.9932275675618022,-0.9839730081004897,-0.9738872631600956,-0.952102170325301,-0.9264441643125779,-0.9236071473860279,,,,,
2010-09-03,2.659951797611179,3.615816704755272,3.38868273241983,2.3628896635995553,5.547097475040614,7.007157076689715,-1.9520677577147043,-1.9925076982602827,-1.98159797678474,-1.9165740250916048,-1.885733177242378,-1.8852729464012696,-1.851170936364707,-1.822169052741244,-1.805963269533594,-1.8067424805240595,-1.8707890495416546,-1.8428494092487286,-1.804714148407925,-1.760356425058153,-1.7301655449968454,-1.7108480139696,-1.665855884754554,-1.6380257870506112,-1.608345491562492,-1.597816631796318,-1.7783472660886328,-1.7097800047209113,-1.6573065243220522,-1.6245976064291585,-1.5942895740172534,-1.5649529311484325,-1.51603501013259,-1.4889617272759357,-1.4525197798170715,-1.4368349964968241,-1.6781174405475014,-1.5897665647749715,-1.5313674787212572,-1.5044825079654647,-1.4735496164701352,-1.4399325248249462,-1.3914711363024646,-1.364905228236476,-1.3257631499202711,-1.3085516183423656,-1.572979070993885,-1.4803042652857128,-1.4217750275007273,-1.396718829715672,-1.364809916351681,-1.3308590714862736,-1.2858560572028506,-1.2596346004606804,-1.2205112453774098,-1.2041902663839048,-1.4652485607589363,-1.379552202637499,-1.3250541541543068,-1.2989557305816481,-1.2658196622905828,-1.2343733227467637,-1.1950298564000832,-1.1690394328992944,-1.1319088854613297,-1.1182548365033531,-1.3567049500287138,-1.286117446051143,-1.238738826426943,-1.2094559015689434,-1.1749084224637514,-1.1480824426766663,-1.1161074456388766,-1.0902649026680153,-1.0566625787328492,-1.0470945716448277,-1.2486623937924453,-1.1989203370773418,-1.16101584657578,-1.1268990494412496,-1.0908022867842602,-1.0702217022766518,-1.047008654768268,-1.0212502814116318,-0.9924439904282711,-0.9881802099776906,-1.1420571962031472,-1.1171069071361677,-1.0905131883878407,-1.050258261048175,-1.0125075017135827,-0.999452375577253,-0.9861869805964163,-0.9604620258086841,-0.9375547466130386,-0.9397068666536104,,,,,
2010-09-07,2.662543640002709,3.592833753880767,3.3594478738010243,2.3610520947037386,5.543382866437199,6.995619625423205,-1.876807655019769,-1.8728839845006262,-1.8550473640454526,-1.8148385611930946,-1.806642532369933,-1.8110984842035318,-1.7874856960688827,-1.7708906308902244,-1.7643278078331135,-1.7607208500594274,-1.7644765116470262,-1.7361074516070598,-1.7093431265614827,-1.681384296509627,-1.6645335566719228,-1.651890722945398,-1.6186963783229393,-1.59925741153805,-1.5795292339490448,-1.5692043304121184,-1.65795763683384,-1.6134577603310698,-1.5819906976510365,-1.5605838234447902,-1.5381786002458024,-1.5163321752099115,-1.4793349010043848,-1.4583374609931705,-1.4314195202449993,-1.418060543305323,-1.5566943304374057,-1.5021188414966475,-1.46885875791889,-1.450060914744008,-1.42427231773288,-1.3985300371491263,-1.361495020806808,-1.339754549479654,-1.3093554966343999,-1.2952173591888354,-1.4602041095831804,-1.4000457966872026,-1.367071004813372,-1.348059198921532,-1.3204551072181423,-1.2945555520056944,-1.2601147374072852,-1.2381907978279079,-1.2068243792228301,-1.1934417964907407,-1.368066461249739,-1.3057065449277425,-1.2745442386157284,-1.253243323575653,-1.2249834152374601,-1.2016579044007025,-1.1717588345525722,-1.150060551838648,-1.119556105594412,-1.1080681207626275,-1.2799129351383562,-1.2179233556637115,-1.1897211668320071,-1.1645739855982011,-1.1365322663202393,-1.1178358799376986,-1.0939904458014085,-1.0728334413032687,-1.0446050265827553,-1.0359218070126222,-1.1954190827857758,-1.1357712332488885,-1.1114070414916455,-1.0812261624223796,-1.0540710809743508,-1.0415881026220477,-1.0250196590874592,-1.004659072148651,-0.979858972818469,-0.974755714582005,-1.1142978593879804,-1.0585103075447322,-1.0386651823805246,-1.0025337749344045,-0.9767823854663511,-0.9717593460852958,-0.9634944199025424,-0.9441452054318576,-0.9237573168286738,-0.9229314278126913,,,,,
2010-09-08,2.6786076587688874,3.6145410708022174,3.354262994472941,2.380203325539992,5.563009688216952,7.0020376580529256,-1.9229872625322486,-1.914264137544031,-1.894342334706861,-1.8466180484985477,-1.829326310812935,-1.8274789615659306,-1.803378293782337,-1.7854988957302953,-1.7766528264163386,-1.7755626704167828,-1.8068537690295043,-1.7666433385697498,-1.7368515669969447,-1.704697279178565,-1.6825029038107817,-1.6663331528755956,-1.633595160987523,-1.6122079209040443,-1.588788458978625,-1.5787571604284658,-1.6964569958407647,-1.6376481353479464,-1.6028221283675044,-1.5790135969170682,-1.553485982870937,-1.529740898647288,-1.4931235334057615,-1.4697852915263412,-1.4386603958009916,-1.424491100093283,-1.5913234761877832,-1.5230603333536081,-1.4864320962662365,-1.4661054329751029,-1.4383225319195012,-1.4114972765783609,-1.3740833588961685,-1.3497786637103166,-1.315198041678368,-1.2997973536085128,-1.4910249483336937,-1.419950201799043,-1.383794070687276,-1.36351430338031,-1.334246390798892,-1.307493206108022,-1.2714259626838265,-1.2468276574407464,-1.2116682667866618,-1.1969983070319072,-1.3951754516627781,-1.3261998754285045,-1.2921830509918386,-1.2694311178376834,-1.2392460476203915,-1.2148665135575247,-1.1817229961673699,-1.1573204384560802,-1.1236761374784656,-1.1111845940868619,-1.30342769515813,-1.2402285864475806,-1.2096148214010287,-1.1824858289739308,-1.151812859236164,-1.1315435801150524,-1.1025408762609799,-1.078709106009296,-1.0482001936398473,-1.0390392297295632,-1.2154692524342288,-1.1608251228689421,-1.1345997016938039,-1.1016159091063658,-1.070786239172747,-1.055973988236742,-1.0320908065060002,-1.0091306128656081,-0.9830798125633616,-0.9782284551979926,-1.131018874330222,-1.0870409153850922,-1.0659908174268495,-1.0259806648276402,-0.9952541866564696,-0.9869681779834846,-0.9690204290568718,-0.9471829329519564,-0.9267221872918169,-0.9270605118012898,,,,,
2010-09-09,2.6925303894441734,3.6392820892456608,3.3573778434378094,2.394553331090411,5.563577434127553,7.006858257025158,-1.9779256806160812,-1.9445568296432791,-1.9229414798013273,-1.8716624545618459,-1.8531962252761534,-1.852499181032882,-1.8271295829008685,-1.8088961132403472,-1.8035104661677321,-1.7992679517435197,-1.8398179371668815,-1.7844085296075947,-1.7555973503823175,-1.7218248242553502,-1.6991513733471464,-1.6843832738963416,-1.6511638667097386,-1.6303526165699975,-1.60852299010494,-1.5966613910123044,-1.713546214456029,-1.646441957846483,-1.6147276357893687,-1.5904746059349446,-1.564868984173941,-1.5426852858909266,-1.506245009159251,-1.483893650376008,-1.453673326684343,-1.4385890131996595,-1.5970473796373181,-1.5252579205374173,-1.493438960152036,-1.4734432425558983,-1.44576512745197,-1.4205265197535637,-1.383824272499488,-1.3605774627804874,-1.32688998062164,-1.3112175566519029,-1.4887688557243606,-1.4172163531747275,-1.3872297636692434,-1.36783144401272,-1.3386869807874573,-1.3134135294590874,-1.2784872570592207,-1.2547781090703758,-1.2209303232797335,-1.2064424730422816,-1.3875117035983011,-1.3197464451461973,-1.2929978171714875,-1.27154102639801,-1.241372855103984,-1.2182488465206567,-1.1865886251594204,-1.162726643736678,-1.1311130395806848,-1.1191197408038018,-1.292329837804895,-1.2309649531892894,-1.2085144858979424,-1.1830044912320028,-1.152145083133903,-1.1328067342658017,-1.1055578148079988,-1.0817757772214465,-1.0542436319370923,-1.0457928526155402,-1.2024628647225686,-1.149450958373075,-1.1321248390406748,-1.1010198812306717,-1.069724776334258,-1.05543405439421,-1.0335152110427281,-1.0099960582051424,-0.9880510598538869,-0.9840400333328752,-1.1172899095561428,-1.0741059164857691,-1.0625663393896863,-1.024645264079816,-0.9931146615006835,-0.9848693691662329,-0.9690457850913989,-0.9459389758444046,-0.9308690417590499,-0.9321114055053514,,,,,
2010-09-10,2.6969218433143665,3.6307682335566227,3.356684556620986,2.389193888958808,5.564869005559099,7.011709806701987,-2.0513077678217586,-2.036097286768968,-2.0027811453268622,-1.9129202985564169,-1.8710155987875334,-1.866311387107053,-1.8406844459874128,-1.8282276397649853,-1.8315323252143563,-1.8303532111103478,-1.90442770212868,-1.8479401077526556,-1.8099083166833259,-1.7555013546733103,-1.720301768194904,-1.7028060980227273,-1.6689602741748335,-1.6502537898544056,-1.6315575532946627,-1.6203159132608063,-1.7732048354800198,-1.6934144008542897,-1.6546120907802355,-1.619643471668611,-1.587744286959348,-1.5634638510447285,-1.5259613917466124,-1.5035058665749024,-1.4734418104357043,-1.4578517894306167,-1.654398328706651,-1.5629135699650036,-1.5257836593942407,-1.500159138205453,-1.4692880432487276,-1.4422015637523555,-1.4039863534683603,-1.3793489256073819,-1.3443831008805074,-1.3278162005041376,-1.5456882383980508,-1.45045400629857,-1.416661609386121,-1.3935335609369222,-1.3621035125316112,-1.3349800466981212,-1.298082874393836,-1.2723209300519653,-1.236772767258245,-1.2214735425241947,-1.4453562132063678,-1.3520557532407385,-1.3228263457432878,-1.2972747989524953,-1.2641377113030363,-1.2389799087922737,-1.2048780144049236,-1.1787475919210477,-1.145726087231192,-1.1333413531393832,-1.352093631225851,-1.2649376630162275,-1.2412326331960324,-1.2095517408385517,-1.1738536628051797,-1.1521550302787475,-1.121971210419711,-1.0960393140019018,-1.0679267315014709,-1.0597680877847442,-1.264880626305088,-1.1870800745949948,-1.1696955501809945,-1.1289793070560596,-1.0900707217351846,-1.0729733356901323,-1.0475935289153908,-1.0223030698165148,-1.0010264680590428,-0.9982144759914823,-1.1829067231732453,-1.1169703748720017,-1.1065966016055788,-1.0544844038575292,-1.0118622526129786,-1.0002578436405372,-0.9804042535114145,-0.956113767781626,-0.9433079653076466,-0.9468585919190953,,,,,
2010-09-13,2.713674355852431,3.665129646942829,3.3642671101103723,2.41917630760268,5.579605289930043,7.022778955550919,-2.0089767286630718,-2.0667785264205047,-2.0620677466088897,-1.9711306603057268,-1.923931893107394,-1.918404408545914,-1.8975951048647597,-1.876499414059891,-1.8676323253040248,-1.8692682474689426,-1.905934474845928,-1.8843845520148903,-1.856449841264298,-1.8004700609666369,-1.7613540812660298,-1.7432109679925107,-1.7090871695212186,-1.6845513077339165,-1.6598056113315502,-1.6487708961199712,-1.7960749088501011,-1.7297613825543006,-1.691791127150432,-1.6549657147186458,-1.6198314359598964,-1.5951864145054284,-1.5556005364284655,-1.5292965622220636,-1.496692909102116,-1.4804487142036111,-1.68242874098496,-1.5955078744119218,-1.5555188285724344,-1.5281737743882002,-1.4943622885251524,-1.4671571788535107,-1.4270179149942936,-1.3999619665953125,-1.364262630557899,-1.3471318209276193,-1.5673256107714235,-1.4768368330835273,-1.4401263303133656,-1.4158475942079805,-1.3815422861657078,-1.3544633855261972,-1.3170889948054816,-1.2899571945843888,-1.2543008439748804,-1.2391371241874676,-1.4524755090358923,-1.3704727315067036,-1.3407731907134763,-1.315039988068862,-1.2789491492274088,-1.2539063221412428,-1.2216823143153714,-1.1949578599481878,-1.161591007380399,-1.150485670263645,-1.3390830242627643,-1.2740754339115035,-1.2541571618834313,-1.2236217886905232,-1.184797800490921,-1.1631949630641667,-1.1379255187449393,-1.1119748462734356,-1.0826203837600639,-1.0772465677589853,-1.2279615841492981,-1.1859147896349609,-1.1779262282895129,-1.1400045889894146,-1.0977347361825314,-1.0806320346774756,-1.0637418976072617,-1.0388574279040979,-1.0149177618341354,-1.0167174565478898,-1.119632671746561,-1.1046754771751988,-1.1103473746636956,-1.0629718289394698,-1.0167091881142405,-1.0049250670866818,-0.9975824083531758,-0.974008127125863,-0.9566855730214989,-0.9669813547441364,,,,,
2010-09-14,2.7081235317467858,3.6546243916848287,3.3656392862614415,2.4174393996630195,5.582367852765768,7.022065625159548,-1.990152259572755,-2.015049498210272,-2.0025812846645152,-1.954364525250918,-1.9084588855797984,-1.8956429548716154,-1.8699819355949372,-1.859851900496727,-1.866819384885929,-1.8692578106408402,-1.880536891702842,-1.848596703068919,-1.8230627731490896,-1.789541483516188,-1.7513012206728462,-1.7306984487235264,-1.6966140730184776,-1.6773786709297567,-1.6601789083572822,-1.649030285415753,-1.7627851879971042,-1.7016567339218294,-1.6710810830566718,-1.6457874234989855,-1.6119125476864429,-1.5876399457223151,-1.5504088925009352,-1.5266200329460733,-1.4973880705822051,-1.4805587320615003,-1.6406754467907017,-1.569817089918694,-1.5393215224561883,-1.5181076316266784,-1.486415696079415,-1.461180861789774,-1.4242010908616274,-1.3987210099011769,-1.3647641302499738,-1.3468390528401661,-1.5170577767336533,-1.4500253580287885,-1.4230451627684766,-1.4031015822921535,-1.3720891545578655,-1.3477475087148765,-1.313335526356168,-1.2880993289701252,-1.2542611363968537,-1.238261907281034,-1.3939710942110777,-1.340081159319777,-1.319005545168243,-1.298349136756587,-1.2669484848444748,-1.2448106727351707,-1.2146164369080419,-1.1910087155087234,-1.1607516490403293,-1.1488837090807067,-1.2728065619346942,-1.2383452451617687,-1.2248810870790203,-1.202066388975809,-1.1695016478806952,-1.1505144514102243,-1.1257547682064104,-1.104813195898609,-1.0807728858285028,-1.0747901544624505,-1.1544670019733323,-1.1435630820816323,-1.13895403718419,-1.1129004203974944,-1.0785981461928464,-1.0634565920645755,-1.045054644941507,-1.0275879451881393,-1.0118821207359605,-1.0132849447012338,-1.0395012306958569,-1.0547527752931212,-1.059917676327366,-1.0298006802826025,-0.9933318717180978,-0.9825516927318348,-0.971224642737418,-0.957884825810437,-0.9522974558497345,-0.9624504163364712,,,,,
2010-09-15,2.7191945383179377,3.6609891092230087,3.3738330365040787,2.4130794081234104,5.590468189245519,7.025600534925021,-2.0022345208390755,-2.054212191001009,-2.0273633874787778,-1.9690044421606896,-1.9191071942638862,-1.9081197449250558,-1.8851696598974619,-1.8698726529530287,-1.8728456657818617,-1.8718909173364708,-1.8824704285945488,-1.868869239735632,-1.8368753404455531,-1.798833267339567,-1.758646863534123,-1.7386411198396032,-1.7039583221511945,-1.6826494503649934,-1.66514198812522,-1.6525846491608334,-1.7633270542685942,-1.7132876177127574,-1.6800709289377278,-1.653120530801667,-1.6182817589297012,-1.5938930365964192,-1.5545188433914896,-1.5299946642973759,-1.5020382282001954,-1.4848688924416389,-1.6460364199827846,-1.5793155295339252,-1.547303030670846,-1.525672220300359,-1.4933383617080973,-1.4675840242239744,-1.4279881113683448,-1.4019716691008333,-1.3695481291190903,-1.3518306573266345,-1.5314068701215664,-1.4617510462318402,-1.4325657637139015,-1.4123850814353962,-1.38060920007989,-1.3555547732963187,-1.3187801129640933,-1.292424931683865,-1.2594794368567421,-1.2439049322952136,-1.4199368931630731,-1.3570708278660282,-1.3318655091970253,-1.3104001069967988,-1.2777971874228493,-1.2549117499018858,-1.2231469931706325,-1.197277423570918,-1.1666269876275153,-1.1551734922850359,-1.3119043776629067,-1.2627775509594341,-1.242411929354251,-1.2176453362991506,-1.1832005847470357,-1.1635605658275459,-1.1384523821371453,-1.113690214493035,-1.087484307726535,-1.0817387334266813,-1.207433624176502,-1.177036549915861,-1.162178662118852,-1.1325710967920588,-1.0955234540066259,-1.0799363476925194,-1.0627717713251754,-1.0396081920954212,-1.0195836338016853,-1.0209168822108339,-1.106544267681546,-1.09846030770756,-1.089647847771709,-1.0539879892892525,-1.0137560185815808,-1.0028390288306377,-0.994657806668718,-0.9734968334624677,-0.9611291511099106,-0.9708008534770033,,,,,
