r_w,GE,JPM,A,AA,AAPL,Call,Put
0.09012904109236311,0.17364248180029,0.06662298279072387,0.1107459379357396,0.11470386203903037,0.0021171734361578043,0.1703089899525821,-0.26904758829813746
0.10365327263745663,0.05348109735511808,0.010411036059690959,0.41717309201356256,-0.05242376780720004,0.09661480573230463,0.09980747338262067,0.10272707690802957
-0.09168216202881628,-0.055947504448845886,-0.04886989215345716,-0.17613647133337806,-0.14211908309660826,-0.08321728614523861,-0.08398427308494182,0.7881973110552225
-0.09460709271420928,-0.09082994377770859,-0.06190862979286117,-0.17573863593277705,-0.1427931006449915,-0.04901406088849514,-0.1043878066641434,0.7906673199011713
-0.005490818390094725,0.0745874964927742,-0.016078863285476697,-0.08211508445474268,-0.008087889142122984,-0.0012488855858784342,0.11423652284230382,-0.03184049703281418
-0.04832429873272539,-0.04982247474229716,-0.06055769403401235,0.1558080197423961,-0.1361414214183296,-0.2058634248873734,-0.15478213567632473,1.1476685552818782
0.004015995393240886,-0.019849067888958793,0.037752711606511495,-0.033667694651065894,0.03066620911179596,0.004938059288329244,0.1677430613941709,-0.1773236578175359
0.03330580750828439,-0.005960985011555063,0.04755049045248483,0.006374111814110516,0.09699608423930406,0.023196773118377086,0.1181757053144629,-0.07832994761024459
0.029117439101614226,0.008825092887269955,0.011743941175818895,-0.08067214932197098,0.07270796931458556,0.12837615033146887,0.07661586274934783,0.09034905680138698
0.07497896691457476,0.09188049598547622,0.054642727636162514,0.10247110175547469,0.13322745813697923,0.01739839112736918,0.22232940946962845,-0.5310282364089071
0.1425353528792543,-0.03674921667330322,-0.020461513220292438,0.22440084171468389,0.10175520648415226,0.4956115855713028,0.32902115400182996,-0.9478478628237792
0.051634658158427056,-0.0034128039896264,-0.0007003392700262154,0.05254713593813886,0.07976813659580695,0.12873411700221427,0.07947648760781555,0.09266439210853429
0.0439739226478549,0.0937257434963521,0.07004451453785143,-0.021093980243801158,0.0492869953291748,0.040364539835169744,0.16275983046461961,-0.3016161800666262
0.10356901696203083,0.12946745206015708,0.14524574320611583,0.06562585861005843,0.16531965579918784,0.03992196005172244,0.2627067594937937,-0.5549523203325084
0.30595696810848405,0.4152223059253961,0.41267581348720883,0.3329131784507478,0.3494779939986934,0.12887563206891395,0.5624537253547623,-1.9228441125300433
-0.05419517005563598,-0.028709732418882746,-0.07623641699954152,-0.13930376003444023,-0.026258319060849956,-0.02747927047980625,0.026078258727794755,0.3468160028363398
-0.01580098371162222,-0.02335896129579773,0.03816304500312051,0.06154080044405809,-0.19199538742255018,0.049238590346588174,0.24709339529412086,-0.5386496684573568
0.06056841807530616,0.02820801758247504,-0.03971443708476152,0.14135903158431495,0.027723952594461917,0.1370808975568472,0.029978405112147867,0.3310908396358756
0.08814878180572641,0.11075495794764033,0.031257459358634776,0.08742270846290334,0.06458672393911424,0.1793526982091005,0.23255894623262474,-0.6368815795355689
-0.013453923667875876,-0.08578551083567243,-0.05944550289750994,0.01421200693969915,-0.09115883076964404,0.148321869486429,0.07818624906359661,0.0301671114183139
-0.016916711518857316,-0.03179772272703851,-0.0811610694582895,-0.030615777008293765,0.14189806148536133,-0.10397008943996866,0.03465465090396203,0.3010752637030157
-0.10458999958188481,-0.07221966975573701,-0.11250401390807085,-0.1504364815023187,-0.14851126006831417,-0.09661567141436533,-0.12363945384065501,0.9854771854510794
-0.03463810394202781,-0.08898732014518938,-0.14213934241621107,-0.046105776798205045,-0.040628828049575016,0.126759553196232,0.024227992916281197,0.24214543703698133
-0.09393322446154455,-0.12948614611114773,-0.08820492080281583,-0.11154508424519459,-0.08835291262196521,-0.10576722252560766,-0.11032473513806493,0.9173385961122831
-0.0016588724500666353,0.034645754068378665,0.020606851735256893,-0.03687881613192345,-0.004904832244149279,-0.03297207761438403,0.06267107594410432,0.1492828627131552
0.06418752041946187,0.3963945291053941,-0.060484952307275144,0.0013275252334803407,-0.0002382633010110547,-0.009840826437496175,0.10890470634534631,-0.03265980251269334
0.08129122302113506,0.1445644052530768,0.14763796830188358,0.1371663302091011,0.0405267996093952,-0.045411393116046694,0.18884696467704462,-0.32590095252428936
0.038724500729103446,0.03728115386871855,0.07875717014742656,-0.017703989753802496,0.08350955164594542,0.023937055045615274,0.18297464491547494,-0.3437233858678746
0.16143858682826268,0.17174189144778684,0.40009443791935967,0.15730982622933953,0.039862846383730055,0.09428885358514938,0.4064076704513612,-1.0831226092904755
0.07614299969948875,0.01689482355345606,0.12954648188255158,0.06882976654613038,0.103885615458996,0.08869634713504926,0.25423667979347103,-0.6073322256566247
-0.06442965516110016,-0.049025803557992804,-0.14514999820939456,-0.03742359187480071,-0.1364855920925836,0.006547775487568685,-0.07923685721316878,0.7092533594080269
0.06417163812282968,0.08520725968106801,0.15741125123390232,0.009661995105427756,0.0873050848231487,-0.010376761517291833,0.13692577635050332,-0.13938357884879282
-0.1535800001217508,-0.13563700074280416,-0.12723812522757127,-0.2354053071424521,-0.2404260634379599,-0.11731891418940255,-0.2534252876781501,1.6093321197567274
0.07547169102073228,0.046997713009160336,0.11980919178745776,0.17604940555670368,0.07779955088949553,-0.03087253792869216,0.1573962009813879,-0.20294532261425738
0.1366132236979642,0.1364091822775273,0.16758360770268754,0.16076612827293468,0.1841370714976078,0.07687446652405328,0.27860217957885525,-0.7699196496867916
0.0745093500061423,0.22171422131879767,0.06204786980717758,0.07507485731678343,0.052837062445615146,-0.01952541432244459,0.20787159379647632,-0.3975928108244987
0.01595439707724313,0.019502954723667143,0.008358332114149825,0.0959224650030317,0.08496184881168123,-0.12699118325387715,0.13707533815625306,-0.16281538824429456
0.042631954043455766,0.04905124004521211,0.15061065012135422,0.0001398948053981092,-0.03222364505582186,0.05702088415273754,0.12430119400401231,-0.22947706609276344
0.05150699564647429,0.07221065606974952,0.12726812628453366,-0.05050798198434248,0.023579242667310703,0.10422843575725826,0.23983249490178432,-0.4952195191129793
0.01584634142004952,-0.031967138581533994,-0.059232535498066174,0.14802869457781132,0.04459926236352918,-0.029234711191882815,0.08763989077540785,0.08974566729126576
0.008928347506668778,-0.011036691113795011,-0.037965109700822675,0.09882116159100353,-0.09550455166351102,0.07167468263951982,0.023779421996493504,0.40420544998213026
0.10269562252150888,0.10770648051698693,0.14425848690868937,0.12502204736775968,0.06969984811585239,0.12288716508196029,0.38242574523963546,-1.238211404200407
0.015520661642622141,0.061952635341820265,-0.01330870435097431,0.048704537033404265,-0.0003334018249893087,-0.004561357657027698,0.21130099532038052,-0.48208770702903625
0.2216299233528144,0.26203563197075397,0.32004188126071437,0.1899709756182555,0.16558540382962716,0.2574562199297765,0.5175966667987312,-1.6475565353616233
0.004755399546202297,0.02655651750801891,-0.04052270712136641,0.05284642607864142,-0.09591402917723335,0.06666460019347253,0.03038722970095622,0.2924106111287656
-0.0009821236688296205,-0.014047637916385632,0.009018534817418765,-0.05362947489522162,0.07886231637370655,-0.03713730835475859,0.07707535874147742,0.13422136957117975
-0.07740318607401045,-0.13722615629725143,0.046430069213770464,-0.02768429841134956,-0.2291719532933294,-0.07906191751766056,-0.05876078342859944,0.655698552153183
0.14828134348671215,0.09866405553490054,0.1791792300265358,0.15138866919581218,0.20706633426201448,0.16178471473183098,0.3545737616041005,-1.1004753734362525
0.047875359341899106,0.040861993242301775,0.12848488213861708,0.06418166603360453,0.06036307001710916,-0.045739607781587366,0.1375958259155533,-0.19533448237383433
0.04896148803478851,0.011274421489736229,0.024316494672460554,0.08877685713620975,0.16189296978684253,-0.040580477396631065,0.11417541250019189,-0.021940586206071998
0.10837886783764543,0.118211683154801,0.1034652781795049,0.2031105051305402,0.12810154109329996,0.03947058913200397,0.37977031560910435,-1.1158972295677962
-0.00779026035177427,0.04384278297507316,0.04275161791258153,0.01542024100463335,-0.012677683597324232,-0.12892147521541686,0.1466691143174298,-0.17973000146589588
-0.07885035237630073,0.028412496376442054,0.0037753404526816863,-0.5144285287067798,0.030882302805267374,0.053984937046131616,0.246078037472756,-0.47525539010701806
0.04124459573336381,-0.0028190878975820023,0.032645374518831094,0.011131757825210586,0.10318442737103695,0.06112055160234431,0.11782891718896892,0.0009788323209293731
0.07633904167354102,0.08021978804056906,0.10411646970840671,-0.00984699032029046,0.025582320123196157,0.18033408826649455,0.0667207003637097,0.19546360823308503
0.045278539344349174,-0.0016140852686109522,-2.245402520706201e-05,0.14148066731104114,-0.09316414122351602,0.17578247637195643,0.07156044028145245,0.17424497582874615
-0.02437425475936965,0.004672649526370695,0.07185397041291997,0.085667835947844,-0.0003140771674425753,-0.2987282675138685,0.049421182751776635,0.15305243240944827
0.035711370531166325,0.021539171052996187,0.09234994273758401,-0.09281444034028441,0.13859078343443976,0.01694109796199439,0.10729359841390185,0.0013396744043168475
0.16328496544909962,0.12370423378650754,0.18493676904808964,0.25064062381773966,0.23179806190999058,0.08925716284427221,0.4096735286042019,-1.266099504258771
-0.03998038535814225,-0.11444290471392782,-0.03923022087248939,-0.0610810394502721,0.05386280301277924,-0.058964802387602044,0.04345414762499373,0.21138312976458118
-0.03409082399372283,-0.0790257268982424,0.04430777978747802,-0.09719686589446219,-0.08842611405726042,0.03058497873343069,0.06551969932755791,0.2215297784958523
-0.03502160047559531,-0.028673149368268258,-0.013963272213058485,-0.1558236449320275,-0.02867211562107207,0.03012419866499049,0.034676260765941755,0.2955299784447901
0.0266698012315407,-0.005039524354899849,0.001992210359464952,0.05308759783637962,0.02694743836800817,0.056702193764297075,0.12391358238295692,-0.061205201279219495
0.0072920945239650595,-0.03971989055762526,-0.13388786810655318,0.15373387676174977,-0.020304352649946567,0.07685058731682148,0.14291633276236368,-0.12341037660850944
0.07868503230749534,0.045945980292051436,0.08835928753305035,0.034751749785659536,0.23380066358100435,0.016561604806963896,0.2786561981195796,-0.6312211206932568
-0.013723668760628131,0.00631820448834119,-0.0002815560682565254,-0.04887955529901421,-0.0002680695965109316,-0.03252050420563358,0.11257464860964403,-0.029853136026928843
-0.05119479584247335,-0.0320686387623057,0.02618963339580138,-0.007211400238129161,-0.09060185665696141,-0.16590465803434562,0.1208996643259978,-0.014852026368919764
0.1770860996798912,0.23705707524668027,0.1407194778997063,0.23251553788935156,0.2498009807589654,0.09965602710300936,0.4897042843517941,-1.520272759241707
0.02427755838088626,0.04717078022097288,-0.006527283491726821,-0.038757575076476695,0.08529275827218052,0.03354239858062891,0.12165645215968614,-0.05941455205013105
-0.013453923667875876,-0.08578551083567243,-0.05944550289750994,0.01421200693969915,-0.09115883076964404,0.148321869486429,0.07818624906359661,0.0301671114183139
-0.081194427518359,0.019206114460142084,-0.08513842123406534,-0.16252904768979326,-0.08282902423311356,-0.14567999430107684,-0.10453594262211921,0.895542622758483
0.15365966279988078,0.1632991130189887,0.16175526113338723,0.2713450837684728,0.1602226666202442,0.07189780498282093,0.4611657015520829,-1.2639703362606203
0.23878419772983175,0.21709513073395503,0.44458366767223106,0.2739510633514393,0.23896874833977,0.11597107533864226,0.6154268472040414,-1.923692344198738
0.020677184611042045,0.05292786775849744,-0.01030853131279752,0.1356532558366712,0.011465203989628137,-0.07821270264247195,0.17149229744866615,-0.2907271540191537
-0.13450833304018206,-0.19051039439201167,-0.1799216163385976,-0.10357996469952602,-0.2353838278577639,-0.05056829597146517,-0.29175659010861565,1.704931958568108
0.07995563268445714,-0.012106029366009905,0.19187365866173334,0.11089883584664206,0.07473978366949474,0.05480804269172324,0.23993310161502143,-0.44253448783054994
-0.05561711882958302,-0.03418904089138053,-0.1086667320491662,-0.03848616412950378,-0.05385980386113354,-0.07935700423891599,-0.04366320219814416,0.6168145770040546
0.060407368140110246,-0.03164687830004087,-0.06756336304464516,0.38147333072713385,-0.05008052751124747,0.06949585671512759,0.0693235371324504,0.14641948767368562
-0.02870071621450921,-0.04018914287352049,-0.03564172390057019,0.005105840080324331,-0.07393373973911532,-0.022431668107021466,0.005987219201900216,0.39201971064786756
0.04972988365198449,0.048998976769339064,0.25096071361437433,-0.10862695990832393,0.038866013554292866,0.014256910048587644,0.08168460874518602,0.13247794850391506
0.05150699564647429,0.07221065606974952,0.12726812628453366,-0.05050798198434248,0.023579242667310703,0.10422843575725826,0.23983249490178432,-0.4952195191129793
0.0939805711204798,0.14972769674871889,0.25689310953595546,-0.007882923900148995,0.11765764093806941,-0.007139559204282331,0.3072709042364337,-0.868165799239196
0.16328496544909962,0.12370423378650754,0.18493676904808964,0.25064062381773966,0.23179806190999058,0.08925716284427221,0.4096735286042019,-1.266099504258771
0.02788548561728018,0.04341574885781396,0.07049720934140691,0.017797219018185872,-0.0097595339268035,0.014207797407631787,0.09589571900053095,0.048804803581748754
0.041827959802115365,0.01638733230614475,0.03731453115202665,0.06385252814655029,-0.07989243858516637,0.16837119801337685,0.07140567741309498,0.14084631934346525
0.09703270843673874,0.04825025547762719,-0.018402151702937908,0.3531341421696583,0.07113355425437118,0.08060313531615759,0.40952664581035897,-1.1459706995272374
0.09419532138743879,0.11925374898516794,0.06804415387258844,0.11531787444899956,0.10518707081933298,0.09140268281817265,0.22814958450114547,-0.5374559160499767
0.146793164635918,0.13259733218413294,0.1745753057782009,0.11839684215609325,0.2055935926625958,0.15387168674987262,0.3071862387432846,-0.9395299048300626
-0.024065773941414084,-0.0611094309326523,-0.06581257355076264,-0.0177444178431323,-0.07027314272730434,0.07502758847131252,0.058038944194044484,0.27293327506569104
0.019696649810962252,-0.035904072676257504,0.10988689059982491,-0.06459697781352425,0.06243893380909716,0.029946783089123578,0.1642568391149668,-0.2038788226030458
0.09609514362144798,0.0513838569332441,0.07331962058830532,0.16431065876181639,0.17837556836444857,0.033644684784888135,0.18020492771641833,-0.3414872298886978
0.06084331244062733,0.13753979631454416,0.07001756676790216,0.06044008111416898,0.08754266074684569,-0.03169596720160206,0.2034837806675794,-0.4464453236308474
0.06084331244062733,0.13753979631454416,0.07001756676790216,0.06044008111416898,0.08754266074684569,-0.03169596720160206,0.2034837806675794,-0.4464453236308474
-0.05651025560416349,-0.059823527796287856,-0.09098808536460257,-0.00778506728457362,-0.07438346381660776,-0.08410704180106256,-0.014269770007953073,0.5455213165161715
0.019258304139855416,0.02822788215061189,0.1673645331201479,-0.08782043377529603,0.0140865287061791,-0.037314495967061156,0.03601189408897561,0.2446061095770429
-0.027352407813346694,-0.059120064335595024,0.04766666501196348,-0.09453347776134113,-0.0896928709109106,0.03485289656488266,-0.00017603609000651563,0.4126909151366215
0.08408195848292681,0.05787394342181296,-0.06562372470367839,0.24760748633277846,0.17083094586765202,0.045972972571841186,0.2973988935645915,-0.8160497907673073
-0.003261315730852907,0.113552936731669,0.08520333819633907,-0.1223604551163403,-0.07832771177913733,-0.01888203625976903,0.12462385244879738,-0.047608171129280216
-0.019198600808993334,-0.03907780347701628,-0.022865089945833472,-0.03251638820554448,0.0373280470666828,-0.060818211471064476,0.023740168197823784,0.34421299674172745
0.13765204136486228,0.11266376111610012,0.39667286651222833,0.08602817795221894,0.08947357256116972,0.058875413659652986,0.36673237070708636,-1.1157178544106234
0.03704027437246562,0.0955549860410203,-0.0270861332005522,0.060938241946262295,-0.044775475327003655,0.10069250903236383,0.10393009472666104,0.018191756757511238
-0.036212012490731096,-0.04392652826037647,0.02883507583065548,-0.081924378171085,-0.07078544787424523,-0.0432275197785722,-0.018898288638191384,0.5179531752816658
-0.06857891706682447,-0.015154822728127737,-0.08415977300292987,-0.06868661849561143,-0.13301657942979483,-0.07541053841751022,-0.013760491917855854,0.49769828739924915
-0.17949422923278674,-0.16855556749809675,-0.23868524318930293,-0.20971236469860377,-0.18618161476918793,-0.19047771962233573,-0.22547050697953153,1.6477703012556228
-0.00010593802339278004,0.0018778269519636988,0.08759544447603984,-0.042863913509133544,-0.008418359352102552,-0.0475535337886075,0.11055506997454599,0.049411534691212775
0.06084331244062733,0.13753979631454416,0.07001756676790216,0.06044008111416898,0.08754266074684569,-0.03169596720160206,0.2034837806675794,-0.4464453236308474
0.0020965468368387757,0.008570388296028852,-0.015303202734843757,0.14453831345233636,-0.010940702436795787,-0.11233422798432091,0.1502023911438826,-0.24139338531455015
-0.017049528795118507,-0.052006829333772306,-0.02322959286016213,-0.026302338400295718,0.011304005332678498,-0.018778132752530485,0.032787127583003894,0.3846919460185388
0.09233635905519388,0.10918766778041067,0.08471825029085278,-0.011328325068411416,0.13772701699823453,0.16801377879622037,0.18731607837483574,-0.47211417188915233
-0.027008323985159153,-0.029598800841634017,-0.12062350079147832,0.050070674246707636,0.004584629277860626,-0.06318706586426137,0.019982560084687552,0.3715901205739864
0.013558626387683218,0.07086071770098457,0.09907945174684095,-0.016892606935987486,-0.08957051260629867,0.012426253215707561,0.14829762747588807,-0.2700505422405461
-0.021656212187360475,-0.026451586103005575,-0.041032365945044,0.02509878545166999,-0.05349466039815176,-0.02397703229964121,0.09299904242677985,0.07243507021775186
0.20252657957026146,0.19936697068719855,0.1888480806186521,0.19600873721200585,0.1541320093649272,0.34673209120261816,0.40119271531493295,-1.2754381516702389
0.08338604128622301,0.12526073475031985,0.1339230813893164,0.041739038764328606,0.09409494776447325,0.051587853742617096,0.22018630033310657,-0.5963390555454561
0.09367979649729546,0.11966823263064219,0.2047493702040557,0.0345616384873153,0.11639606635957998,0.005730348145980945,0.15072427254230208,-0.15454999021303353
-0.000489041710184356,0.043759005493308356,-0.01276158567611474,-0.0327658312970136,-0.09434551719157902,0.08767591557655674,0.0789641598457391,0.0554405514132189
-0.08676699860533532,0.03752663740588891,-0.18003373469084594,-0.11477050464475957,-0.1184800300893102,-0.11746377041577126,-0.1731351453716332,1.1371768923462324
0.021956401178279836,-0.07979952998854978,0.038903057337465574,-0.008115774408475773,0.04211761693595317,0.11023580257806519,0.07275199560194144,0.11273121605951214
-0.05255905041711465,-0.04351945238656452,-0.052571260020157995,-0.02528580540931868,-0.07978858145773304,-0.09278696969606161,-0.015990874901499426,0.49075228008941685
-0.07420878641600631,-0.08368042718300583,-0.08913001973853152,-0.11793219072242501,-0.034891781031526126,-0.08002304299533536,-0.015750455258339725,0.48190989750074076
-0.14739942735166084,-0.17285990809933993,-0.14980709320236396,-0.135993021433659,-0.18630289848020132,-0.16285220411101775,-0.11753339327486431,1.1185163275515173
-0.081194427518359,0.019206114460142084,-0.08513842123406534,-0.16252904768979326,-0.08282902423311356,-0.14567999430107684,-0.10453594262211921,0.895542622758483
0.04424866889886118,-0.0018805383690779739,0.17765179088360217,0.005575123354187416,-0.004720037684859289,0.05076396669805172,0.12693749905488877,-0.12839092958797543
0.04829264806627985,0.007034610081932067,0.018177206915129585,0.05385265490698421,0.208799573701695,-0.044443285991459636,0.10924823699295366,-0.05054491939883047
-0.04846698628915074,-0.08929566978361858,-0.08602033034840319,-0.05756906136685847,-0.021535767493202736,-0.01616740786781279,0.010890235607666426,0.4076356393124983
0.03549146316311489,-0.09406979551898831,0.03115278479924965,0.19857179576841189,0.10029875352125273,-0.03180817869137076,0.26712311805780353,-0.7422312958482533
0.07995563268445714,-0.012106029366009905,0.19187365866173334,0.11089883584664206,0.07473978366949474,0.05480804269172324,0.23993310161502143,-0.44253448783054994
0.12626165500276024,0.14278486069759766,0.2287225956587016,0.041506962023994065,0.23771697555964316,0.017896672063476338,0.2923525992930718,-0.7283782417716914
-0.01731416456473016,-0.01626339132184706,0.003346843957741763,-0.011179253559535307,-0.022450089362140876,-0.04602493134966179,0.1028917064937343,-0.0469829974285949
0.1964294497090342,0.10482695979139225,0.1414432915419741,0.28788474088208216,0.18562962396867208,0.3246547745007604,0.36865121611516855,-1.0589067030596713
0.05139195686057957,0.04165646984598759,0.19077199575874615,0.005526695752245734,0.07221096989171327,-0.03643908979489696,0.21523199470170545,-0.43735595950819106
0.09741791885418723,0.0946579994356063,0.14458256995944385,0.07476661552678876,0.10718396602452242,0.09639707957180431,0.2788023793903561,-0.634060371919913
-0.024065773941414084,-0.0611094309326523,-0.06581257355076264,-0.0177444178431323,-0.07027314272730434,0.07502758847131252,0.058038944194044484,0.27293327506569104
0.03788808804470695,-0.030466523713730154,-0.09297399879630752,0.25270571195796965,0.035126502784875946,0.03269589424633779,0.16670449949964916,-0.21519154755925932
0.13765204136486228,0.11266376111610012,0.39667286651222833,0.08602817795221894,0.08947357256116972,0.058875413659652986,0.36673237070708636,-1.1157178544106234
0.045863386735628904,0.03638370524448642,-0.005608697054242605,0.19870167503252945,0.03812012554485466,-0.026479012614282982,0.20399714644838665,-0.3223655578260586
-0.12941433542332553,-0.06164146211304354,-0.041459054845530585,-0.1892389074868739,-0.22774317192301474,-0.17312689422772343,-0.032456287368370494,0.5875857266832957
0.028153793085301245,0.02289041392690505,0.02935317894578526,0.08493750878451478,-0.004906515168531681,0.013101183932260119,0.17638492534003183,-0.19665339259060416
0.047247237106551654,0.08173353666719274,0.035364320839174734,0.12332581190254067,-0.003985856647591209,0.02537328355785951,0.25225437573543263,-0.6407778881747891
0.005793163283613108,0.008147645358790978,0.049897553493499114,-0.1520901957696802,-0.009580969458920284,0.12187969683699951,0.05612180283240096,0.1748274205283064
0.09247171786558857,0.07712044341664348,0.14055836155444656,0.11585435397161484,0.1661877615437044,-0.020630546863520283,0.19310149602029286,-0.29406632798298843
0.09741791885418723,0.0946579994356063,0.14458256995944385,0.07476661552678876,0.10718396602452242,0.09639707957180431,0.2788023793903561,-0.634060371919913
-0.053551424349797316,-0.028151476861597358,-0.016760547193527597,-0.17018989744863267,-0.06249867575598401,-0.027422580365879638,-0.0625005283569108,0.6578994710184228
-0.04626336954730804,-0.019282959012320466,0.05118947413488905,-0.17880202968311876,-0.1372755262184846,0.020545752309697466,-0.03984373079464918,0.5702890328377372
0.011050782052801446,-0.01644139031943936,0.04882836233112098,-0.025537365623992114,0.08956769577297963,-0.04781366132157072,0.05962829564457537,0.07970225744308844
0.08977199421501877,0.012565985119360024,0.18161643280720008,0.14221251593129125,0.09830430039584459,0.032479833558985316,0.20922963873414743,-0.3387839667981815
0.06417163812282968,0.08520725968106801,0.15741125123390232,0.009661995105427756,0.0873050848231487,-0.010376761517291833,0.13692577635050332,-0.13938357884879282
