dates,stock GE_log_value,stock JPM_log_value,stock A_log_value,stock AA_log_value,stock AAPL_log_value,S&P index,option_spx_logimplvol_mtau_1,option_spx_logimplvol_mtau_2,option_spx_logimplvol_mtau_3,option_spx_logimplvol_mtau_4,option_spx_logimplvol_mtau_5,option_spx_logimplvol_mtau_6,option_spx_logimplvol_mtau_7,option_spx_logimplvol_mtau_8,option_spx_logimplvol_mtau_9,option_spx_logimplvol_mtau_10,option_spx_logimplvol_mtau_11,option_spx_logimplvol_mtau_12,option_spx_logimplvol_mtau_13,option_spx_logimplvol_mtau_14,option_spx_logimplvol_mtau_15,option_spx_logimplvol_mtau_16,option_spx_logimplvol_mtau_17,option_spx_logimplvol_mtau_18,option_spx_logimplvol_mtau_19,option_spx_logimplvol_mtau_20,option_spx_logimplvol_mtau_21,option_spx_logimplvol_mtau_22,option_spx_logimplvol_mtau_23,option_spx_logimplvol_mtau_24,option_spx_logimplvol_mtau_25,option_spx_logimplvol_mtau_26,option_spx_logimplvol_mtau_27,option_spx_logimplvol_mtau_28,option_spx_logimplvol_mtau_29,option_spx_logimplvol_mtau_30,option_spx_logimplvol_mtau_31,option_spx_logimplvol_mtau_32,option_spx_logimplvol_mtau_33,option_spx_logimplvol_mtau_34,option_spx_logimplvol_mtau_35,option_spx_logimplvol_mtau_36,option_spx_logimplvol_mtau_37,option_spx_logimplvol_mtau_38,option_spx_logimplvol_mtau_39,option_spx_logimplvol_mtau_40,option_spx_logimplvol_mtau_41,option_spx_logimplvol_mtau_42,option_spx_logimplvol_mtau_43,option_spx_logimplvol_mtau_44,option_spx_logimplvol_mtau_45,option_spx_logimplvol_mtau_46,option_spx_logimplvol_mtau_47,option_spx_logimplvol_mtau_48,option_spx_logimplvol_mtau_49,option_spx_logimplvol_mtau_50,option_spx_logimplvol_mtau_51,option_spx_logimplvol_mtau_52,option_spx_logimplvol_mtau_53,option_spx_logimplvol_mtau_54,option_spx_logimplvol_mtau_55,option_spx_logimplvol_mtau_56,option_spx_logimplvol_mtau_57,option_spx_logimplvol_mtau_58,option_spx_logimplvol_mtau_59,option_spx_logimplvol_mtau_60,option_spx_logimplvol_mtau_61,option_spx_logimplvol_mtau_62,option_spx_logimplvol_mtau_63,option_spx_logimplvol_mtau_64,option_spx_logimplvol_mtau_65,option_spx_logimplvol_mtau_66,option_spx_logimplvol_mtau_67,option_spx_logimplvol_mtau_68,option_spx_logimplvol_mtau_69,option_spx_logimplvol_mtau_70,option_spx_logimplvol_mtau_71,option_spx_logimplvol_mtau_72,option_spx_logimplvol_mtau_73,option_spx_logimplvol_mtau_74,option_spx_logimplvol_mtau_75,option_spx_logimplvol_mtau_76,option_spx_logimplvol_mtau_77,option_spx_logimplvol_mtau_78,option_spx_logimplvol_mtau_79,option_spx_logimplvol_mtau_80,option_spx_logimplvol_mtau_81,option_spx_logimplvol_mtau_82,option_spx_logimplvol_mtau_83,option_spx_logimplvol_mtau_84,option_spx_logimplvol_mtau_85,option_spx_logimplvol_mtau_86,option_spx_logimplvol_mtau_87,option_spx_logimplvol_mtau_88,option_spx_logimplvol_mtau_89,option_spx_logimplvol_mtau_90,ge_bond_nel_sieg_theta_1,ge_bond_nel_sieg_theta_2,ge_bond_nel_sieg_theta_3,ge_bond_nel_sieg_theta_4,jpm_bond_nel_sieg_theta_1,jpm_bond_nel_sieg_theta_2,jpm_bond_nel_sieg_theta_3,jpm_bond_nel_sieg_theta_4
2010-09-08,2.6786076587688874,3.6145410708022174,3.354262994472941,2.380203325539992,5.563009688216952,7.0020376580529256,-1.922987262532251,-1.9142641375440264,-1.8943423347068595,-1.846618048498549,-1.8293263108129327,-1.8274789615659344,-1.8033782937823404,-1.7854988957302975,-1.7766528264163377,-1.7755626704167802,-1.8068537690295057,-1.7666433385697475,-1.7368515669969438,-1.7046972791785662,-1.682502903810781,-1.6663331528755974,-1.6335951609875252,-1.6122079209040452,-1.5887884589786254,-1.578757160428465,-1.6964569958407654,-1.6376481353479455,-1.6028221283675042,-1.5790135969170689,-1.5534859828709369,-1.529740898647289,-1.4931235334057626,-1.4697852915263414,-1.4386603958009925,-1.424491100093283,-1.5913234761877837,-1.523060333353608,-1.4864320962662363,-1.466105432975103,-1.4383225319195014,-1.4114972765783615,-1.3740833588961692,-1.3497786637103162,-1.315198041678369,-1.2997973536085128,-1.491024948333694,-1.4199502017990433,-1.3837940706872758,-1.36351430338031,-1.334246390798892,-1.3074932061080229,-1.271425962683827,-1.246827657440746,-1.2116682667866625,-1.1969983070319072,-1.3951754516627786,-1.3261998754285045,-1.2921830509918384,-1.2694311178376836,-1.2392460476203917,-1.214866513557526,-1.1817229961673703,-1.1573204384560796,-1.1236761374784652,-1.111184594086862,-1.3034276951581312,-1.2402285864475802,-1.209614821401028,-1.1824858289739308,-1.1518128592361636,-1.1315435801150548,-1.1025408762609803,-1.0787091060092957,-1.0482001936398455,-1.0390392297295623,-1.21546925243423,-1.1608251228689408,-1.134599701693803,-1.1016159091063658,-1.0707862391727458,-1.0559739882367456,-1.0320908065060013,-1.0091306128656077,-0.983079812563359,-0.9782284551979912,-1.131018874330224,-1.0870409153850895,-1.065990817426848,-1.0259806648276404,-0.995254186656468,-0.9869681779834892,-0.9690204290568732,-0.947182932951956,-0.9267221872918128,-0.9270605118012876,,,,,,,,
2010-09-09,2.692530389444173,3.6392820892456608,3.357377843437809,2.394553331090411,5.563577434127553,7.006858257025158,-1.9779256806160748,-1.9445568296432736,-1.9229414798013316,-1.871662454561845,-1.8531962252761556,-1.8524991810328848,-1.8271295829008676,-1.8088961132403467,-1.8035104661677284,-1.7992679517435182,-1.839817937166878,-1.7844085296075918,-1.755597350382319,-1.7218248242553498,-1.699151373347147,-1.6843832738963425,-1.6511638667097384,-1.6303526165699973,-1.6085229901049392,-1.5966613910123035,-1.7135462144560276,-1.646441957846482,-1.6147276357893687,-1.5904746059349446,-1.564868984173941,-1.5426852858909266,-1.5062450091592512,-1.483893650376008,-1.453673326684343,-1.4385890131996597,-1.597047379637318,-1.5252579205374168,-1.4934389601520353,-1.4734432425558983,-1.4457651274519698,-1.4205265197535637,-1.3838242724994885,-1.3605774627804874,-1.32688998062164,-1.3112175566519026,-1.4887688557243608,-1.4172163531747275,-1.3872297636692428,-1.3678314440127195,-1.338686980787457,-1.3134135294590872,-1.2784872570592207,-1.2547781090703758,-1.2209303232797335,-1.2064424730422816,-1.3875117035983011,-1.3197464451461975,-1.292997817171487,-1.2715410263980105,-1.241372855103984,-1.218248846520657,-1.18658862515942,-1.162726643736678,-1.1311130395806843,-1.1191197408038018,-1.2923298378048946,-1.2309649531892892,-1.2085144858979429,-1.183004491232003,-1.1521450831339033,-1.1328067342658026,-1.1055578148079976,-1.081775777221446,-1.0542436319370911,-1.04579285261554,-1.2024628647225677,-1.149450958373074,-1.1321248390406755,-1.1010198812306722,-1.0697247763342592,-1.0554340543942111,-1.033515211042726,-1.0099960582051422,-0.9880510598538846,-0.9840400333328748,-1.1172899095561406,-1.0741059164857676,-1.0625663393896885,-1.0246452640798165,-0.9931146615006852,-0.9848693691662352,-0.969045785091396,-0.945938975844404,-0.9308690417590466,-0.9321114055053508,,,,,,,,
2010-09-10,2.6969218433143665,3.630768233556623,3.356684556620986,2.389193888958808,5.564869005559099,7.011709806701986,-2.0513077678217617,-2.0360972867689653,-2.002781145326868,-1.912920298556412,-1.871015598787536,-1.8663113871070511,-1.8406844459874143,-1.8282276397649848,-1.831532325214357,-1.830353211110347,-1.904427702128681,-1.8479401077526545,-1.809908316683328,-1.755501354673308,-1.7203017681949058,-1.7028060980227266,-1.6689602741748346,-1.6502537898544052,-1.6315575532946631,-1.620315913260806,-1.7732048354800205,-1.6934144008542893,-1.6546120907802355,-1.6196434716686106,-1.5877442869593494,-1.5634638510447283,-1.525961391746613,-1.5035058665749024,-1.4734418104357048,-1.4578517894306164,-1.6543983287066508,-1.5629135699650036,-1.52578365939424,-1.5001591382054535,-1.4692880432487283,-1.4422015637523555,-1.4039863534683603,-1.379348925607382,-1.3443831008805078,-1.3278162005041376,-1.5456882383980504,-1.4504540062985702,-1.4166616093861202,-1.3935335609369228,-1.3621035125316117,-1.3349800466981203,-1.2980828743938362,-1.2723209300519651,-1.2367727672582451,-1.2214735425241947,-1.4453562132063678,-1.3520557532407385,-1.3228263457432872,-1.2972747989524955,-1.264137711303037,-1.2389799087922728,-1.204878014404924,-1.178747591921048,-1.1457260872311918,-1.133341353139383,-1.3520936312258514,-1.2649376630162272,-1.2412326331960324,-1.2095517408385514,-1.1738536628051806,-1.1521550302787458,-1.1219712104197113,-1.0960393140019022,-1.0679267315014709,-1.0597680877847444,-1.264880626305089,-1.187080074594994,-1.1696955501809956,-1.1289793070560583,-1.0900707217351857,-1.07297333569013,-1.047593528915391,-1.0223030698165156,-1.0010264680590424,-0.9982144759914824,-1.1829067231732473,-1.1169703748720006,-1.106596601605581,-1.054484403857527,-1.0118622526129797,-1.0002578436405338,-0.9804042535114148,-0.956113767781627,-0.943307965307646,-0.9468585919190948,,,,,,,,
2010-09-13,2.713674355852431,3.665129646942829,3.3642671101103723,2.41917630760268,5.579605289930043,7.022778955550919,-2.008976728663069,-2.0667785264205043,-2.0620677466088875,-1.9711306603057304,-1.9239318931073952,-1.918404408545912,-1.8975951048647584,-1.8764994140598932,-1.8676323253040217,-1.8692682474689435,-1.9059344748459268,-1.8843845520148903,-1.856449841264297,-1.8004700609666386,-1.7613540812660309,-1.7432109679925096,-1.709087169521219,-1.6845513077339176,-1.6598056113315485,-1.6487708961199716,-1.7960749088501005,-1.7297613825543006,-1.691791127150432,-1.6549657147186465,-1.6198314359598966,-1.5951864145054275,-1.555600536428466,-1.529296562222064,-1.496692909102115,-1.4804487142036116,-1.6824287409849596,-1.5955078744119218,-1.5555188285724346,-1.5281737743882002,-1.4943622885251526,-1.46715717885351,-1.4270179149942943,-1.3999619665953125,-1.3642626305578986,-1.3471318209276193,-1.5673256107714224,-1.4768368330835275,-1.440126330313366,-1.4158475942079805,-1.3815422861657078,-1.3544633855261965,-1.317088994805482,-1.2899571945843886,-1.2543008439748804,-1.2391371241874674,-1.4524755090358905,-1.3704727315067036,-1.3407731907134768,-1.315039988068862,-1.278949149227409,-1.2539063221412416,-1.2216823143153717,-1.194957859948188,-1.161591007380399,-1.1504856702636446,-1.3390830242627612,-1.2740754339115037,-1.2541571618834315,-1.2236217886905238,-1.1847978004909212,-1.1631949630641654,-1.1379255187449389,-1.111974846273436,-1.082620383760064,-1.0772465677589849,-1.227961584149294,-1.1859147896349609,-1.177926228289513,-1.140004588989416,-1.0977347361825318,-1.0806320346774736,-1.0637418976072608,-1.0388574279040987,-1.0149177618341352,-1.0167174565478896,-1.1196326717465557,-1.1046754771751988,-1.1103473746636952,-1.0629718289394725,-1.0167091881142407,-1.0049250670866792,-0.997582408353174,-0.9740081271258642,-0.9566855730214986,-0.9669813547441358,,,,,,,,
2010-09-14,2.7081235317467858,3.654624391684829,3.365639286261441,2.4174393996630195,5.582367852765768,7.022065625159548,-1.990152259572754,-2.015049498210276,-2.002581284664515,-1.9543645252509156,-1.908458885579796,-1.8956429548716152,-1.8699819355949336,-1.859851900496724,-1.8668193848859285,-1.8692578106408415,-1.8805368917028416,-1.8485967030689208,-1.8230627731490887,-1.7895414835161871,-1.751301220672845,-1.7306984487235264,-1.6966140730184764,-1.6773786709297558,-1.6601789083572815,-1.6490302854157537,-1.762785187997104,-1.70165673392183,-1.6710810830566718,-1.6457874234989855,-1.6119125476864424,-1.5876399457223151,-1.5504088925009347,-1.5266200329460733,-1.4973880705822042,-1.4805587320615006,-1.6406754467907017,-1.5698170899186938,-1.539321522456188,-1.5181076316266788,-1.4864156960794148,-1.461180861789774,-1.4242010908616276,-1.398721009901177,-1.364764130249973,-1.346839052840166,-1.5170577767336535,-1.450025358028788,-1.4230451627684764,-1.4031015822921535,-1.3720891545578653,-1.3477475087148765,-1.3133355263561677,-1.2880993289701257,-1.254261136396853,-1.238261907281034,-1.3939710942110777,-1.3400811593197766,-1.3190055451682423,-1.2983491367565865,-1.2669484848444743,-1.2448106727351709,-1.2146164369080408,-1.1910087155087234,-1.160751649040329,-1.1488837090807071,-1.272806561934694,-1.2383452451617682,-1.2248810870790192,-1.202066388975808,-1.169501647880695,-1.1505144514102243,-1.1257547682064086,-1.1048131958986085,-1.0807728858285022,-1.0747901544624514,-1.1544670019733314,-1.1435630820816325,-1.1389540371841886,-1.1129004203974924,-1.078598146192846,-1.0634565920645758,-1.045054644941504,-1.027587945188138,-1.0118821207359598,-1.0132849447012355,-1.039501230695856,-1.0547527752931214,-1.0599176763273643,-1.0298006802826,-0.9933318717180972,-0.9825516927318348,-0.9712246427374134,-0.9578848258104344,-0.952297455849734,-0.9624504163364734,,,,,,,,
2010-09-15,2.7191945383179377,3.660989109223009,3.3738330365040787,2.4130794081234104,5.590468189245518,7.025600534925021,-2.0022345208390835,-2.0542121910010085,-2.0273633874787773,-1.969004442160691,-1.919107194263888,-1.908119744925055,-1.8851696598974628,-1.869872652953031,-1.8728456657818615,-1.871890917336471,-1.8824704285945528,-1.8688692397356317,-1.836875340445553,-1.7988332673395675,-1.758646863534124,-1.738641119839603,-1.703958322151195,-1.6826494503649936,-1.66514198812522,-1.6525846491608336,-1.7633270542685953,-1.7132876177127574,-1.6800709289377278,-1.653120530801667,-1.6182817589297016,-1.593893036596419,-1.5545188433914896,-1.5299946642973754,-1.5020382282001954,-1.4848688924416389,-1.6460364199827842,-1.579315529533925,-1.547303030670846,-1.5256722203003583,-1.4933383617080975,-1.4675840242239744,-1.4279881113683448,-1.4019716691008328,-1.36954812911909,-1.3518306573266343,-1.5314068701215653,-1.4617510462318402,-1.4325657637139015,-1.4123850814353958,-1.3806092000798904,-1.3555547732963185,-1.3187801129640933,-1.2924249316838643,-1.259479436856742,-1.2439049322952134,-1.419936893163072,-1.3570708278660282,-1.3318655091970253,-1.310400106996799,-1.2777971874228502,-1.2549117499018858,-1.2231469931706325,-1.1972774235709187,-1.166626987627515,-1.1551734922850356,-1.3119043776629062,-1.262777550959434,-1.242411929354251,-1.2176453362991508,-1.1832005847470368,-1.163560565827546,-1.1384523821371455,-1.1136902144930363,-1.0874843077265348,-1.081738733426681,-1.2074336241765025,-1.1770365499158608,-1.162178662118852,-1.1325710967920597,-1.0955234540066274,-1.0799363476925194,-1.0627717713251756,-1.039608192095424,-1.019583633801685,-1.020916882210834,-1.1065442676815476,-1.09846030770756,-1.0896478477717089,-1.0539879892892536,-1.0137560185815826,-1.002839028830638,-0.9946578066687184,-0.9734968334624716,-0.9611291511099104,-0.9708008534770032,,,,,,,,
2010-09-16,2.719814068022452,3.6612332966007632,3.3950283925166262,2.397222319143117,5.613624333611938,7.025236046737959,-2.0040788995605783,-2.0339637575713674,-2.021531099137249,-1.9764677733706453,-1.9265991203641448,-1.9096352515990025,-1.883518415775704,-1.8661078432542049,-1.873706909590791,-1.874642228438076,-1.8964871693448295,-1.8639773184063797,-1.8322152064806172,-1.7988885694787045,-1.758084375529201,-1.7354751086398403,-1.6998665613124595,-1.6773206544931172,-1.6627053313612672,-1.651893648031897,-1.7828594106982512,-1.7157989957036677,-1.6755235012025351,-1.6485650510543326,-1.6128240141898251,-1.587859595691698,-1.54882218320066,-1.5237709565398965,-1.4978734003666831,-1.48230558005443,-1.6661700638624568,-1.5841999275736165,-1.5422133609945332,-1.5182875979466672,-1.4850536638447116,-1.4598424644349604,-1.4211972560116886,-1.395259437173537,-1.3645600373121451,-1.3482648287639414,-1.5486564637522442,-1.465639639476747,-1.4264934879094209,-1.4033760854632895,-1.3709190244518688,-1.346891692084154,-1.3112315603288982,-1.2854931479176732,-1.2542527819333196,-1.2398845065649955,-1.431926453916383,-1.3576089931089033,-1.324494398798151,-1.3006195338557145,-1.2677152838523922,-1.2458859783451162,-1.2150755302674316,-1.1903164547277283,-1.161575020034387,-1.151080116431893,-1.3170874443294092,-1.2582646176957717,-1.2335023100103446,-1.2077190374208082,-1.1734710663069434,-1.1545838998190934,-1.1300295020255624,-1.106842445976033,-1.0829219251455595,-1.077861874926055,-1.2048674352063675,-1.1662122219329158,-1.1515404182382516,-1.1229720170417004,-1.0867050939843437,-1.071321424868211,-1.0541275886698078,-1.0329852795850163,-1.0157669888566083,-1.0174932540184127,-1.0957162073449007,-1.0803714755575666,-1.07712416585418,-1.045082289153971,-1.0062760821931815,-0.9948291884059796,-0.985894309778742,-0.9671900461807174,-0.958278895126631,-0.968037468670873,,,,,,,,
2010-09-17,2.722892835527491,3.6380334281080215,3.4121900733588824,2.3900921804322803,5.60959999209559,7.02606262161004,-2.024982194229584,-2.062697290431672,-2.0283494794702848,-1.972318115168252,-1.9245336475538732,-1.9099864116401704,-1.876482761107108,-1.8602891886001065,-1.8673581954165572,-1.8714675240324663,-1.9251294679468167,-1.885051317148621,-1.841623391676224,-1.802148766492568,-1.759696716130178,-1.7367186802141057,-1.6957885627696958,-1.6733425238561055,-1.6577875096777608,-1.647498207655829,-1.8116950435638872,-1.730514400322104,-1.6849988241286094,-1.6546812025796165,-1.615533679950474,-1.5889316228834922,-1.5461869760170457,-1.5207310322217755,-1.4937799831310374,-1.4774853133611447,-1.6897996803898747,-1.593433848648424,-1.55019313619427,-1.5243586805310871,-1.4871923326634968,-1.4600643266665212,-1.4190626122144667,-1.3926057935898453,-1.3609461133758622,-1.3434753269942823,-1.5635308006412152,-1.4700184536992194,-1.4319328639461493,-1.4074480332155457,-1.3713571423500115,-1.3458032976637628,-1.3089625028545495,-1.2828571209196071,-1.2508993837139866,-1.2354284301906882,-1.435930957331658,-1.357600880081771,-1.3266522561282617,-1.3013197389156144,-1.26566166919932,-1.2431603997097895,-1.21221624078831,-1.187434086363773,-1.15833083229227,-1.147184047458207,-1.3091423249630785,-1.2542327215968967,-1.2318272482279895,-1.2040515691614084,-1.1683574921976865,-1.1499799790504004,-1.126235249745196,-1.1035135331367243,-1.0796747611693058,-1.0747131548953195,-1.1845991059608865,-1.158446985028757,-1.1456054773689692,-1.1141955988147836,-1.0781159949884314,-1.0646557379169383,-1.049125793738984,-1.0290502769789904,-1.0124284138872286,-1.01526001160682,-1.0632102066628388,-1.0691112387186066,-1.0665872468550843,-1.0306338977126417,-0.9939037578714384,-0.9859585958427456,-0.9794609309920244,-0.9625161975050126,-0.9547752684763414,-0.9668808708931071,,,,,,,,
2010-09-20,2.739335667141285,3.6656159448687538,3.427452999765038,2.408700323782748,5.637913290801781,7.041157913317667,-2.0685828739967955,-2.1116124549944453,-2.0849239690458825,-2.018075441985412,-1.9713373750080845,-1.9656587225528723,-1.93239950045354,-1.9103492784577156,-1.896620037174904,-1.9071549809575616,-1.9628907865075151,-1.9257071672138812,-1.887915079032839,-1.842009939786125,-1.7968178167069868,-1.776574642387002,-1.7329418600927189,-1.708975831729722,-1.6815245719464458,-1.6691161732433384,-1.8492907710166056,-1.766445828870778,-1.723758465350003,-1.689374523000604,-1.6461645913136995,-1.6193661158009722,-1.5721215600112584,-1.547270295686631,-1.5145930779946302,-1.493252686173701,-1.731292336452464,-1.626873510589926,-1.5830957701766073,-1.554380131816832,-1.5134143454032647,-1.4850730589720251,-1.438336351787512,-1.41321460370037,-1.3803210431851385,-1.3579632369261856,-1.611580261896555,-1.5024526407912524,-1.460073454346629,-1.4331570087233545,-1.3945967212381811,-1.3680552601464746,-1.324568889243532,-1.2995815273063347,-1.2697903517378617,-1.2516118091489683,-1.492106762296383,-1.390057983150721,-1.350785339138595,-1.3229897985197985,-1.2869345148649114,-1.264531200176821,-1.2262516814733575,-1.2016868407770251,-1.1774095394343125,-1.167259357949983,-1.374229330043894,-1.2874450863684002,-1.252494399585724,-1.221899412777163,-1.1884087448081668,-1.1718416532594778,-1.1402463438342736,-1.1163226519182317,-1.0994519045475966,-1.1004838245750703,-1.2588496244018437,-1.192947440909932,-1.163208221262903,-1.1283985984608778,-1.097505453249322,-1.088045336282247,-1.064304794718416,-1.0411974612570265,-1.0333191971741729,-1.048344775678203,-1.1465333685683827,-1.1052935581539942,-1.0814312200403609,-1.0413412211911892,-1.013060103996798,-1.011681709685599,-0.9967627592830474,-0.9746190007066238,-0.9771377472781564,-1.008842352341986,,,,,,,,
2010-09-21,2.7375248574087627,3.651426777063285,3.431312663344498,2.389193888958808,5.64073262267842,7.038590540308891,-1.968922878345161,-2.0243608043519963,-2.013071242481414,-1.9550987505305424,-1.923994192524749,-1.924295201415774,-1.9027075873450416,-1.9002836545745967,-1.903375622294773,-1.89944382179922,-1.8724232345026048,-1.863099876452033,-1.836699752818192,-1.799062601053146,-1.7635905160795364,-1.7459800440286224,-1.7085432734575,-1.695336346988156,-1.6770791255882271,-1.6599271067130454,-1.768034327869216,-1.720474470023925,-1.6861894049161483,-1.659604399564452,-1.6222439340070036,-1.5959077740252174,-1.5515969106218992,-1.5328298771722482,-1.5049215264272524,-1.4831139159628168,-1.65884009427177,-1.5923378316895218,-1.55484323767827,-1.5332577115731434,-1.4956485980862388,-1.4665065718588357,-1.4208703325735812,-1.399642926572564,-1.3688030545581256,-1.347138471118938,-1.547284203965764,-1.4758013596801194,-1.4382703290581835,-1.4175560235379292,-1.3808194570840473,-1.352894339829432,-1.3096564932574848,-1.2880021140552116,-1.2586089526103854,-1.2402480631018271,-1.4352127041679734,-1.3687714621745557,-1.3334352280786326,-1.3106807115575745,-1.2756014666765665,-1.2517386043558416,-1.2135641051267725,-1.1929255739214706,-1.168131296440394,-1.1554435295670389,-1.323964739928877,-1.2696817177564814,-1.2381517336007364,-1.2112515506251085,-1.1783875279797282,-1.160663016438326,-1.1295626713635347,-1.1110327515375804,-1.0933052041642208,-1.0882680325275516,-1.2144749393475425,-1.1773291486496646,-1.1507929418428464,-1.1181956573010732,-1.087946930446476,-1.0779133206537672,-1.0554742384163638,-1.0399283258135317,-1.031343433949525,-1.0357589263274178,-1.1073682237336868,-1.0907695244857687,-1.070115365283838,-1.030662063551384,-1.0033161009776828,-1.0021575494790118,-0.9896824380998316,-0.9778570357036114,-0.9802713359925956,-0.9959007522089064,,,,,,,,
2010-09-22,2.73631366637507,3.6352835106637102,3.418713082208176,2.4355500752384907,5.653250294056824,7.033753367389803,-1.9338248636509328,-1.9832149391518925,-1.9490652124387875,-1.9081634023201843,-1.8943127309946892,-1.89284481851956,-1.859820303054517,-1.862643748607509,-1.8552759600920048,-1.8418788884178576,-1.8518453890396909,-1.8356547446605724,-1.796125258576107,-1.7657313980947311,-1.7390274178581877,-1.7216556372679153,-1.6815364350244384,-1.6696252981119486,-1.6478058888270364,-1.630879059890532,-1.7563988528567285,-1.701378727836813,-1.6603556335242915,-1.635469667894038,-1.6013976849236815,-1.5762053709561352,-1.5338725017604324,-1.5140500335127762,-1.4854883507323269,-1.467840344286058,-1.6515686006246713,-1.5779661039884454,-1.5380507871300668,-1.5152637838000669,-1.4775692714121784,-1.4498417141378217,-1.4084036365434072,-1.3848551897474926,-1.3541378140063438,-1.337447805819323,-1.5408575541135652,-1.4636207788159017,-1.4265970978619371,-1.40352284783747,-1.3648355763093736,-1.3381991475014332,-1.2997806126888434,-1.2753023766865692,-1.245469152946157,-1.2308847702894476,-1.4270710874030497,-1.356971647153456,-1.324081598933416,-1.299018170365004,-1.2612224798511056,-1.238257746401873,-1.204394508372843,-1.1809844020523568,-1.154230893625838,-1.142625578753738,-1.312339766230238,-1.256947009880807,-1.2290616624599016,-1.2007798503348772,-1.1652454572679185,-1.1478413427029344,-1.1196956488716256,-1.0988629381921204,-1.0768936655964936,-1.0689938711557927,-1.198212166957009,-1.1626923425986329,-1.1404221900794635,-1.1080279554096442,-1.0757597224661155,-1.0653298114641652,-1.0438162436247806,-1.0267568572690942,-1.010980021474534,-1.0074354221563209,-1.085769221142622,-1.0735145937440156,-1.057283214654554,-1.020125260027445,-0.9918636677961692,-0.9894844163194356,-0.9753474381014366,-0.96304954991679,-0.9546927668921434,-0.9561190888993212,,,,,,,,
2010-09-23,2.714250936743814,3.614029283522159,3.4121900733588824,2.438967417846555,5.65730912459912,7.025387192108975,-1.8673618186676009,-1.9062473429028837,-1.8825655175221612,-1.847308858109924,-1.8398234943909908,-1.843606576618634,-1.8291498519808724,-1.8295373312752583,-1.8192651150175547,-1.814262493355472,-1.7850116355745291,-1.776047539390691,-1.7461250914478357,-1.719041652910443,-1.69672982940382,-1.683759119787824,-1.655147519632772,-1.6439815315675594,-1.6232614640721486,-1.6098936581875,-1.694742879874196,-1.6550193371063977,-1.622161926946922,-1.5991736604441689,-1.5681093126969403,-1.5463361872805008,-1.5107092574180916,-1.493507485967744,-1.4682544754392457,-1.451599008717351,-1.5990678405849192,-1.54185309099241,-1.508383953495309,-1.4866114530092192,-1.4510827499636962,-1.4258558418058318,-1.3878217206093972,-1.368019451868016,-1.3418432703399652,-1.324943582292496,-1.5000894655962933,-1.4355118118086805,-1.4030887856746963,-1.3804694317953097,-1.3435623833041246,-1.31862928103989,-1.2813609307925082,-1.2612814118037468,-1.2366228477859658,-1.2215388054243514,-1.3994905635608774,-1.3351590229133885,-1.3049766084031806,-1.2800192177682923,-1.2439855101571462,-1.2220551213649278,-1.1878517771728785,-1.1691730484512324,-1.1478247358519755,-1.1360952238367017,-1.2985689675895598,-1.2401092011183172,-1.2130319127386182,-1.1846537479738124,-1.1511515611470318,-1.13422997078557,-1.104829219264018,-1.0888317687277256,-1.0722055460191344,-1.065080322121999,-1.1982937724700993,-1.1497927824170382,-1.126445748776455,-1.0938611952640835,-1.0641178722395404,-1.0537190926883686,-1.0304817384279594,-1.0181901061828234,-1.0074667919805445,-1.006035314183262,-1.0993663671320897,-1.0637308568767985,-1.044562897065659,-1.0072056291418836,-0.9821304715484848,-0.9794141512809476,-0.9634394659873374,-0.9557082200587522,-0.951927825353352,-0.9571977191070804,,,,,,,,
2010-09-24,2.745962366172071,3.631019912188184,3.461043661433308,2.47740357196685,5.669487742246829,7.04636003033082,-2.043589591193117,-2.0538542399662574,-2.001960022223109,-1.9529962989009864,-1.93369239554884,-1.9389823594162992,-1.912691587285507,-1.9048068690662368,-1.887478708754735,-1.8843754885281272,-1.9450739623787987,-1.89246134568668,-1.8423003502544528,-1.8018719872055171,-1.768101690657997,-1.7527551564589825,-1.715595518880101,-1.700737004352248,-1.6738396474369983,-1.6579481536413283,-1.839753218441632,-1.7504289440449543,-1.7017422114371277,-1.6665283636095232,-1.6250169043052471,-1.5993315836918944,-1.5573373322184052,-1.538332489648824,-1.507441723796417,-1.4871425915417975,-1.7304608572605038,-1.6233509242759083,-1.5759579948306508,-1.5437233332533855,-1.4989330316834133,-1.4694267780512376,-1.4262765970453313,-1.404779241075625,-1.3731657649658948,-1.3532928206073724,-1.6194127281771578,-1.5081810772598454,-1.4619496634286913,-1.4311340824321912,-1.386147648142351,-1.3572279138230994,-1.315379550565991,-1.292454438896255,-1.2622749387444885,-1.246042310849984,-1.5082662771344215,-1.4027249694727146,-1.357554064007993,-1.327038593304393,-1.2840507844368358,-1.258853932410111,-1.2200724164710457,-1.1964573730765349,-1.1692722998220155,-1.1590750269675203,-1.3982139748808806,-1.3053490147894449,-1.261158868476168,-1.230124211251537,-1.19073334983568,-1.1715847702386657,-1.137215926053036,-1.1134538741212048,-1.0904833342558091,-1.0882836479763751,-1.2900813504271862,-1.2148040563747196,-1.1715299212467132,-1.1393669071594728,-1.1047566608634587,-1.093440397850229,-1.0645643585994808,-1.04107586878037,-1.0233390158421496,-1.0308762733816146,-1.1844149093164924,-1.1301132971908392,-1.087701353195472,-1.0539520456317386,-1.025009548410861,-1.0229349151301903,-1.0004579834000946,-0.9775839603157478,-0.9659812559817256,-0.9848991189883888,,,,,,,,
